bairro_group,bairro,room_type,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
Manhattan,Upper West Side,Private room,99.0,2.0,165.0,3.56,1.0,105.0
Manhattan,Chelsea,Entire home/apt,140.0,1.0,71.0,1.56,1.0,256.0
Brooklyn,Windsor Terrace,Entire home/apt,123.0,3.0,141.0,3.09,1.0,168.0
Manhattan,Chelsea,Entire home/apt,299.0,2.0,25.0,1.22,1.0,221.0
Manhattan,Harlem,Entire home/apt,124.0,3.0,102.0,2.66,1.0,247.0
Bronx,Highbridge,Private room,59.0,4.0,51.0,1.11,2.0,168.0
Bronx,Soundview,Private room,28.0,2.0,98.0,2.12,3.0,108.0
Manhattan,Financial District,Private room,90.0,2.0,71.0,1.55,1.0,168.0
Manhattan,Midtown,Private room,195.0,3.0,67.0,1.64,1.0,265.0
Brooklyn,Greenpoint,Entire home/apt,150.0,3.0,107.0,2.38,2.0,277.0
Queens,Jackson Heights,Entire home/apt,104.0,2.0,166.0,3.63,1.0,195.0
Manhattan,Gramercy,Entire home/apt,190.0,2.0,134.0,3.2,2.0,270.0
Brooklyn,Crown Heights,Entire home/apt,80.0,3.0,45.0,1.06,3.0,161.0
Brooklyn,Prospect-Lefferts Gardens,Private room,80.0,1.0,169.0,4.11,1.0,233.0
Manhattan,Upper West Side,Entire home/apt,190.0,4.0,46.0,1.02,1.0,207.0
Manhattan,Upper East Side,Private room,85.0,1.0,71.0,1.55,2.0,186.0
Brooklyn,Bushwick,Entire home/apt,70.0,2.0,171.0,3.74,1.0,183.0
Brooklyn,Williamsburg,Private room,80.0,1.0,78.0,4.68,1.0,232.0
Manhattan,East Village,Private room,100.0,3.0,98.0,2.15,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,39.0,2.0,57.0,1.25,3.0,117.0
Brooklyn,Flatbush,Entire home/apt,77.0,2.0,136.0,3.0,2.0,265.0
Brooklyn,Bushwick,Entire home/apt,229.0,3.0,159.0,3.54,3.0,231.0
Manhattan,East Village,Private room,99.0,2.0,50.0,1.1,2.0,131.0
Manhattan,Murray Hill,Entire home/apt,190.0,3.0,130.0,2.83,1.0,249.0
Brooklyn,Cobble Hill,Entire home/apt,250.0,2.0,23.0,1.04,1.0,168.0
Manhattan,East Village,Entire home/apt,169.0,2.0,95.0,2.17,1.0,168.0
Brooklyn,Cypress Hills,Private room,48.0,2.0,58.0,1.34,1.0,248.0
Manhattan,East Village,Private room,105.0,5.0,74.0,1.61,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145.0,4.0,59.0,1.37,1.0,242.0
Brooklyn,Crown Heights,Private room,60.0,2.0,79.0,1.75,1.0,268.0
Staten Island,St. George,Entire home/apt,144.0,1.0,105.0,2.3,1.0,258.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120.0,3.0,143.0,3.17,1.0,221.0
Manhattan,Hell's Kitchen,Entire home/apt,239.0,2.0,163.0,4.18,1.0,118.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,89.0,2.0,58.0,1.5,1.0,279.0
Brooklyn,Carroll Gardens,Entire home/apt,160.0,5.0,79.0,1.72,1.0,271.0
Brooklyn,Bedford-Stuyvesant,Private room,45.0,1.0,87.0,1.9,1.0,168.0
Brooklyn,Park Slope,Entire home/apt,149.0,6.0,108.0,2.38,1.0,268.0
Manhattan,Washington Heights,Private room,50.0,3.0,122.0,2.68,1.0,199.0
Brooklyn,Boerum Hill,Private room,83.0,1.0,78.0,4.53,2.0,168.0
Brooklyn,Boerum Hill,Private room,60.0,1.0,78.0,4.29,2.0,168.0
Manhattan,Upper West Side,Private room,100.0,5.0,91.0,2.07,1.0,279.0
Manhattan,Midtown,Private room,200.0,2.0,150.0,3.32,1.0,168.0
Queens,Laurelton,Private room,42.0,2.0,54.0,1.22,2.0,189.0
Brooklyn,South Slope,Private room,120.0,2.0,125.0,2.75,1.0,177.0
Brooklyn,Kensington,Entire home/apt,90.0,4.0,68.0,1.78,2.0,267.0
Manhattan,Upper East Side,Entire home/apt,275.0,2.0,148.0,3.26,1.0,216.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,98.0,5.0,135.0,2.96,2.0,102.0
Brooklyn,Red Hook,Private room,50.0,1.0,78.0,4.23,1.0,188.0
Manhattan,Harlem,Entire home/apt,130.0,1.0,78.0,6.46,1.0,217.0
Manhattan,West Village,Entire home/apt,245.0,3.0,51.0,1.12,1.0,168.0
Queens,Ditmars Steinway,Entire home/apt,187.0,6.0,57.0,1.33,2.0,275.0
Manhattan,East Village,Entire home/apt,260.0,2.0,170.0,3.85,1.0,236.0
Manhattan,Harlem,Private room,64.0,3.0,142.0,3.12,2.0,210.0
Manhattan,Chinatown,Private room,63.0,1.0,52.0,1.14,2.0,276.0
Manhattan,East Harlem,Private room,150.0,1.0,78.0,4.95,2.0,168.0
Manhattan,East Harlem,Private room,150.0,1.0,78.0,4.55,2.0,168.0
Manhattan,Lower East Side,Entire home/apt,261.0,4.0,78.0,4.3,1.0,125.0
Brooklyn,Crown Heights,Private room,57.0,2.0,91.0,2.06,2.0,228.0
Manhattan,East Harlem,Entire home/apt,225.0,2.0,62.0,1.62,1.0,231.0
Brooklyn,Prospect-Lefferts Gardens,Private room,65.0,2.0,81.0,1.79,2.0,131.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100.0,3.0,151.0,3.32,1.0,105.0
Manhattan,Harlem,Entire home/apt,290.0,3.0,58.0,1.33,1.0,188.0
Brooklyn,Greenpoint,Entire home/apt,129.0,3.0,93.0,2.1,1.0,168.0
Manhattan,Gramercy,Private room,124.0,1.0,118.0,2.7,1.0,278.0
Brooklyn,Bushwick,Private room,90.0,1.0,78.0,5.59,2.0,222.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200.0,3.0,115.0,2.61,1.0,243.0
Brooklyn,Bushwick,Private room,60.0,5.0,165.0,3.63,2.0,261.0
Brooklyn,Bushwick,Private room,85.0,1.0,78.0,5.94,2.0,227.0
Bronx,Norwood,Private room,38.0,1.0,50.0,1.1,2.0,267.0
Brooklyn,Williamsburg,Private room,59.0,3.0,59.0,1.3,2.0,119.0
Brooklyn,Williamsburg,Entire home/apt,259.0,2.0,78.0,4.9,1.0,250.0
Brooklyn,Park Slope,Entire home/apt,140.0,3.0,59.0,1.31,1.0,126.0
Queens,Astoria,Private room,55.0,1.0,143.0,3.19,2.0,276.0
Brooklyn,Prospect-Lefferts Gardens,Private room,95.0,2.0,57.0,1.27,1.0,209.0
Manhattan,Harlem,Private room,73.0,2.0,92.0,2.08,2.0,177.0
Brooklyn,Sheepshead Bay,Entire home/apt,129.0,2.0,137.0,3.55,2.0,133.0
Brooklyn,Williamsburg,Entire home/apt,275.0,3.0,51.0,1.14,1.0,168.0
Manhattan,Harlem,Entire home/apt,175.0,3.0,78.0,4.12,1.0,187.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,70.0,2.0,77.0,1.77,1.0,274.0
Manhattan,Upper East Side,Entire home/apt,170.0,1.0,78.0,4.36,1.0,260.0
Manhattan,Gramercy,Entire home/apt,305.0,3.0,175.0,3.89,1.0,132.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130.0,3.0,129.0,2.93,1.0,163.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125.0,2.0,125.0,2.79,2.0,229.0
Manhattan,Lower East Side,Private room,75.0,1.0,91.0,2.07,3.0,168.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150.0,2.0,123.0,2.74,2.0,263.0
Manhattan,Washington Heights,Private room,75.0,2.0,53.0,1.18,1.0,168.0
Brooklyn,East Flatbush,Entire home/apt,165.0,1.0,78.0,5.18,2.0,231.0
Manhattan,Harlem,Private room,90.0,2.0,67.0,1.54,1.0,211.0
Manhattan,Chinatown,Private room,104.0,3.0,65.0,1.46,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,55.0,2.0,67.0,1.72,2.0,110.0
Manhattan,Harlem,Private room,50.0,2.0,66.0,1.51,2.0,180.0
Manhattan,Gramercy,Entire home/apt,159.0,1.0,78.0,4.19,1.0,157.0
Brooklyn,Bedford-Stuyvesant,Private room,49.0,1.0,136.0,3.05,3.0,200.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,115.0,1.0,131.0,2.92,1.0,241.0
Bronx,City Island,Entire home/apt,110.0,2.0,112.0,2.6,1.0,162.0
Brooklyn,Williamsburg,Entire home/apt,120.0,3.0,78.0,4.1,2.0,262.0
Manhattan,Harlem,Entire home/apt,130.0,2.0,78.0,4.73,2.0,237.0
Brooklyn,Bedford-Stuyvesant,Private room,65.0,1.0,71.0,1.61,1.0,168.0
Manhattan,Harlem,Entire home/apt,249.0,3.0,107.0,2.4,2.0,249.0
Manhattan,Hell's Kitchen,Entire home/apt,169.0,1.0,66.0,1.51,3.0,231.0
Manhattan,Upper East Side,Entire home/apt,169.0,3.0,124.0,2.82,1.0,245.0
Brooklyn,Prospect-Lefferts Gardens,Private room,50.0,2.0,38.0,1.06,1.0,98.0
Manhattan,Gramercy,Entire home/apt,120.0,1.0,78.0,4.64,1.0,278.0
Brooklyn,Bushwick,Entire home/apt,110.0,2.0,50.0,1.15,1.0,168.0
Manhattan,Hell's Kitchen,Entire home/apt,177.0,2.0,123.0,2.81,2.0,261.0
Manhattan,Hell's Kitchen,Private room,165.0,1.0,78.0,4.37,1.0,213.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110.0,2.0,104.0,2.38,2.0,155.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110.0,2.0,122.0,2.76,2.0,159.0
Manhattan,Nolita,Entire home/apt,169.0,3.0,130.0,3.11,2.0,235.0
Queens,Elmhurst,Private room,58.0,6.0,76.0,1.75,2.0,279.0
Manhattan,Hell's Kitchen,Private room,135.0,2.0,123.0,2.81,1.0,124.0
Brooklyn,Midwood,Private room,60.0,2.0,54.0,1.22,1.0,168.0
Manhattan,Harlem,Private room,90.0,2.0,66.0,1.5,1.0,168.0
Manhattan,East Village,Entire home/apt,169.0,1.0,110.0,2.47,1.0,134.0
Brooklyn,Crown Heights,Entire home/apt,75.0,2.0,161.0,3.65,1.0,183.0
Brooklyn,Carroll Gardens,Entire home/apt,209.0,1.0,178.0,4.47,1.0,228.0
Brooklyn,Bushwick,Private room,50.0,5.0,28.0,1.36,2.0,168.0
Brooklyn,Brownsville,Private room,69.0,2.0,75.0,1.73,2.0,249.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150.0,4.0,76.0,1.78,2.0,274.0
Brooklyn,Clinton Hill,Entire home/apt,170.0,2.0,127.0,2.9,2.0,236.0
Manhattan,NoHo,Entire home/apt,296.0,2.0,24.0,1.69,1.0,168.0
Manhattan,Upper East Side,Private room,199.0,1.0,49.0,1.11,1.0,230.0
Brooklyn,Bedford-Stuyvesant,Private room,72.0,4.0,100.0,2.34,2.0,113.0
Brooklyn,Bushwick,Private room,84.0,2.0,48.0,1.11,2.0,263.0
Brooklyn,Greenpoint,Entire home/apt,165.0,5.0,78.0,4.7,2.0,212.0
Manhattan,Hell's Kitchen,Private room,120.0,5.0,125.0,2.83,2.0,177.0
Manhattan,Chelsea,Private room,100.0,2.0,151.0,3.46,1.0,168.0
Manhattan,Hell's Kitchen,Entire home/apt,160.0,2.0,143.0,3.29,1.0,215.0
Manhattan,East Harlem,Entire home/apt,110.0,2.0,166.0,3.78,1.0,229.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125.0,2.0,127.0,2.92,1.0,126.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100.0,3.0,83.0,1.9,2.0,224.0
Brooklyn,Midwood,Private room,60.0,2.0,62.0,1.45,2.0,107.0
Manhattan,Theater District,Entire home/apt,185.0,3.0,177.0,4.16,1.0,216.0
Brooklyn,Carroll Gardens,Entire home/apt,155.0,4.0,128.0,2.89,2.0,168.0
Manhattan,Hell's Kitchen,Entire home/apt,125.0,4.0,148.0,3.69,1.0,129.0
Manhattan,East Harlem,Entire home/apt,145.0,1.0,152.0,3.43,1.0,200.0
Manhattan,Upper East Side,Entire home/apt,214.0,3.0,151.0,3.58,1.0,219.0
Manhattan,Hell's Kitchen,Entire home/apt,240.0,2.0,64.0,1.68,2.0,262.0
Manhattan,Upper West Side,Entire home/apt,150.0,2.0,51.0,1.21,1.0,168.0
Manhattan,Upper East Side,Entire home/apt,209.0,1.0,116.0,2.63,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125.0,2.0,78.0,4.09,1.0,116.0
Queens,Astoria,Private room,60.0,1.0,49.0,1.13,2.0,168.0
Manhattan,Two Bridges,Entire home/apt,145.0,6.0,106.0,2.48,2.0,249.0
Manhattan,East Harlem,Entire home/apt,275.0,2.0,95.0,2.51,2.0,248.0
Manhattan,Harlem,Entire home/apt,190.0,3.0,102.0,2.33,1.0,281.0
Brooklyn,Crown Heights,Entire home/apt,150.0,4.0,116.0,2.74,1.0,165.0
Manhattan,East Village,Entire home/apt,166.0,3.0,54.0,1.24,1.0,168.0
Manhattan,Hell's Kitchen,Entire home/apt,220.0,5.0,49.0,1.15,2.0,251.0
Brooklyn,Williamsburg,Entire home/apt,149.0,1.0,87.0,1.99,1.0,151.0
Brooklyn,Fort Greene,Entire home/apt,140.0,3.0,78.0,1.83,1.0,126.0
Brooklyn,Fort Greene,Entire home/apt,186.0,3.0,104.0,2.52,1.0,249.0
Manhattan,East Harlem,Private room,99.0,2.0,80.0,1.83,2.0,158.0
Manhattan,Washington Heights,Private room,43.0,4.0,70.0,1.61,1.0,168.0
Manhattan,East Harlem,Private room,85.0,2.0,155.0,3.55,2.0,141.0
Manhattan,East Harlem,Private room,95.0,2.0,169.0,3.87,2.0,166.0
Brooklyn,Carroll Gardens,Entire home/apt,160.0,3.0,46.0,1.06,1.0,254.0
Manhattan,Hell's Kitchen,Entire home/apt,265.0,2.0,88.0,2.01,2.0,278.0
Brooklyn,Crown Heights,Private room,36.0,2.0,100.0,2.28,1.0,168.0
Brooklyn,Williamsburg,Entire home/apt,218.0,3.0,102.0,2.46,1.0,171.0
Queens,Ditmars Steinway,Entire home/apt,103.0,1.0,126.0,3.2,1.0,245.0
Manhattan,Lower East Side,Entire home/apt,300.0,2.0,60.0,1.36,2.0,118.0
Manhattan,Financial District,Entire home/apt,289.0,2.0,78.0,4.13,1.0,253.0
Brooklyn,Williamsburg,Private room,50.0,2.0,42.0,1.33,2.0,244.0
Brooklyn,Williamsburg,Entire home/apt,115.0,3.0,43.0,1.03,1.0,168.0
Manhattan,Harlem,Entire home/apt,245.0,3.0,69.0,1.61,1.0,226.0
Manhattan,Harlem,Entire home/apt,250.0,3.0,57.0,1.32,2.0,224.0
Manhattan,West Village,Entire home/apt,225.0,2.0,78.0,4.24,1.0,250.0
Brooklyn,Crown Heights,Private room,75.0,1.0,117.0,2.82,1.0,96.0
Brooklyn,Gowanus,Entire home/apt,129.0,1.0,120.0,2.73,2.0,275.0
Manhattan,Chinatown,Private room,92.0,1.0,120.0,2.74,2.0,168.0
Manhattan,Harlem,Entire home/apt,150.0,1.0,78.0,3.5,1.0,198.0
Manhattan,Hell's Kitchen,Private room,199.0,2.0,93.0,2.14,3.0,232.0
Brooklyn,Bedford-Stuyvesant,Private room,77.0,1.0,118.0,2.74,2.0,216.0
Brooklyn,Williamsburg,Entire home/apt,190.0,4.0,64.0,1.54,1.0,159.0
Manhattan,SoHo,Entire home/apt,145.0,2.0,61.0,1.4,1.0,168.0
Manhattan,Upper West Side,Private room,109.0,1.0,113.0,2.58,2.0,197.0
Brooklyn,Sunset Park,Entire home/apt,155.0,1.0,138.0,3.14,1.0,225.0
Brooklyn,Brownsville,Private room,79.0,2.0,70.0,1.6,2.0,253.0
Brooklyn,Canarsie,Entire home/apt,125.0,2.0,172.0,4.01,2.0,155.0
Manhattan,Gramercy,Entire home/apt,269.0,3.0,145.0,3.31,1.0,110.0
Brooklyn,Clinton Hill,Entire home/apt,173.0,2.0,78.0,4.18,2.0,228.0
Queens,Astoria,Private room,60.0,1.0,150.0,3.75,2.0,179.0
Manhattan,East Harlem,Private room,110.0,1.0,123.0,3.07,1.0,264.0
Queens,Astoria,Private room,59.0,1.0,156.0,3.59,2.0,208.0
Manhattan,Harlem,Entire home/apt,77.0,4.0,63.0,1.56,1.0,168.0
Manhattan,Upper East Side,Entire home/apt,177.0,1.0,136.0,3.12,1.0,258.0
Manhattan,Greenwich Village,Entire home/apt,108.0,1.0,111.0,2.57,1.0,168.0
Brooklyn,South Slope,Entire home/apt,120.0,3.0,152.0,3.6,3.0,180.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,169.0,3.0,129.0,3.2,1.0,237.0
Manhattan,Gramercy,Entire home/apt,140.0,3.0,103.0,2.46,2.0,270.0
Brooklyn,Fort Greene,Entire home/apt,210.0,2.0,115.0,2.66,1.0,247.0
Manhattan,Harlem,Entire home/apt,200.0,2.0,148.0,3.47,1.0,168.0
Manhattan,Theater District,Private room,125.0,3.0,141.0,3.29,2.0,226.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125.0,6.0,155.0,3.54,1.0,155.0
Brooklyn,Sunset Park,Entire home/apt,95.0,3.0,74.0,1.72,1.0,251.0
Manhattan,East Harlem,Entire home/apt,110.0,1.0,78.0,4.58,1.0,250.0
Manhattan,Hell's Kitchen,Entire home/apt,300.0,1.0,78.0,6.12,1.0,261.0
Brooklyn,Williamsburg,Entire home/apt,146.0,3.0,78.0,4.8,2.0,200.0
Manhattan,East Harlem,Entire home/apt,190.0,2.0,118.0,2.74,1.0,237.0
Manhattan,West Village,Private room,90.0,1.0,103.0,2.4,1.0,239.0
Queens,Rosedale,Private room,90.0,1.0,54.0,1.26,1.0,180.0
Brooklyn,Williamsburg,Entire home/apt,130.0,2.0,67.0,1.57,3.0,252.0
Manhattan,Chelsea,Entire home/apt,195.0,4.0,48.0,1.19,2.0,280.0
Brooklyn,Williamsburg,Entire home/apt,169.0,3.0,74.0,1.73,1.0,179.0
Bronx,Concourse,Entire home/apt,87.0,1.0,132.0,3.11,2.0,211.0
Manhattan,Upper West Side,Private room,100.0,2.0,42.0,1.02,1.0,168.0
Manhattan,Hell's Kitchen,Private room,145.0,2.0,51.0,1.19,1.0,139.0
Manhattan,Chelsea,Entire home/apt,169.0,6.0,100.0,2.37,1.0,257.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,140.0,2.0,131.0,3.06,1.0,273.0
Manhattan,Harlem,Private room,48.0,3.0,100.0,2.31,2.0,183.0
Manhattan,Kips Bay,Private room,69.0,4.0,107.0,2.5,2.0,168.0
Manhattan,Murray Hill,Entire home/apt,210.0,3.0,59.0,1.54,1.0,248.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,165.0,3.0,36.0,4.37,2.0,274.0
Manhattan,Hell's Kitchen,Entire home/apt,290.0,2.0,55.0,1.37,1.0,168.0
Queens,Ditmars Steinway,Entire home/apt,88.0,3.0,117.0,2.88,1.0,192.0
Brooklyn,Park Slope,Entire home/apt,120.0,3.0,71.0,2.12,3.0,200.0
Brooklyn,Prospect-Lefferts Gardens,Private room,99.0,1.0,78.0,4.73,1.0,232.0
Manhattan,Upper West Side,Entire home/apt,169.0,2.0,119.0,2.78,1.0,258.0
Manhattan,Lower East Side,Entire home/apt,174.0,2.0,142.0,3.31,1.0,198.0
Manhattan,Hell's Kitchen,Entire home/apt,150.0,1.0,65.0,1.56,1.0,186.0
Manhattan,Lower East Side,Entire home/apt,145.0,3.0,70.0,1.64,1.0,230.0
Brooklyn,Williamsburg,Private room,59.0,3.0,82.0,1.92,2.0,168.0
Queens,Corona,Private room,36.0,3.0,55.0,1.43,2.0,110.0
Brooklyn,Williamsburg,Private room,90.0,2.0,45.0,1.15,2.0,245.0
Brooklyn,Park Slope,Private room,85.0,1.0,133.0,3.23,1.0,230.0
Queens,Astoria,Private room,95.0,2.0,55.0,1.28,3.0,244.0
Manhattan,Hell's Kitchen,Private room,170.0,1.0,112.0,2.63,1.0,168.0
Brooklyn,Williamsburg,Private room,89.0,1.0,96.0,2.24,3.0,237.0
Manhattan,Gramercy,Private room,100.0,4.0,115.0,2.67,1.0,268.0
Queens,Jackson Heights,Private room,55.0,2.0,42.0,1.04,1.0,118.0
Manhattan,Harlem,Private room,50.0,3.0,77.0,3.26,2.0,190.0
Manhattan,Hell's Kitchen,Private room,102.0,1.0,49.0,1.7,1.0,134.0
Manhattan,Midtown,Entire home/apt,220.0,1.0,116.0,2.89,1.0,264.0
Manhattan,Harlem,Entire home/apt,226.0,3.0,61.0,2.57,2.0,276.0
Manhattan,Harlem,Private room,55.0,3.0,58.0,1.76,1.0,168.0
Brooklyn,Williamsburg,Entire home/apt,175.0,3.0,105.0,2.45,1.0,104.0
Manhattan,SoHo,Entire home/apt,315.0,2.0,29.0,1.31,1.0,177.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,225.0,2.0,68.0,1.69,3.0,273.0
Brooklyn,Williamsburg,Entire home/apt,190.0,4.0,63.0,1.58,1.0,257.0
Brooklyn,Williamsburg,Private room,119.0,2.0,82.0,2.06,1.0,168.0
Manhattan,Harlem,Private room,110.0,3.0,76.0,1.78,3.0,281.0
Manhattan,Harlem,Private room,60.0,1.0,78.0,5.95,3.0,280.0
Manhattan,Chelsea,Entire home/apt,239.0,4.0,55.0,1.29,1.0,161.0
Queens,Jamaica,Private room,47.0,1.0,78.0,3.5,2.0,173.0
Brooklyn,East Flatbush,Entire home/apt,165.0,1.0,78.0,5.49,2.0,194.0
Manhattan,Washington Heights,Private room,58.0,3.0,49.0,1.28,1.0,275.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,199.0,2.0,74.0,1.84,1.0,231.0
Brooklyn,Bedford-Stuyvesant,Private room,72.0,2.0,78.0,5.95,2.0,168.0
Manhattan,Harlem,Private room,75.0,3.0,86.0,2.01,1.0,224.0
Queens,Corona,Private room,37.0,1.0,74.0,1.73,1.0,135.0
Manhattan,Upper West Side,Shared room,65.0,1.0,55.0,1.34,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120.0,2.0,141.0,3.35,1.0,215.0
Manhattan,East Village,Private room,119.0,1.0,134.0,3.15,1.0,168.0
Queens,Astoria,Entire home/apt,135.0,3.0,44.0,1.03,1.0,168.0
Queens,East Elmhurst,Private room,45.0,1.0,78.0,3.5,2.0,175.0
Manhattan,Midtown,Entire home/apt,275.0,4.0,77.0,1.84,1.0,168.0
Manhattan,East Harlem,Entire home/apt,220.0,2.0,59.0,1.47,1.0,185.0
Brooklyn,South Slope,Entire home/apt,143.0,3.0,78.0,4.2,2.0,263.0
Manhattan,Washington Heights,Private room,77.0,1.0,89.0,2.29,1.0,228.0
Manhattan,Upper West Side,Entire home/apt,285.0,5.0,79.0,2.09,2.0,153.0
Brooklyn,Williamsburg,Entire home/apt,255.0,3.0,97.0,2.37,1.0,230.0
Brooklyn,Prospect Heights,Entire home/apt,295.0,3.0,78.0,4.33,1.0,226.0
Queens,Sunnyside,Entire home/apt,204.0,4.0,78.0,4.49,1.0,168.0
Brooklyn,Crown Heights,Entire home/apt,99.0,2.0,110.0,2.81,3.0,271.0
Brooklyn,Flatbush,Private room,65.0,1.0,105.0,2.54,2.0,111.0
Brooklyn,Flatbush,Private room,60.0,1.0,138.0,3.36,2.0,122.0
Brooklyn,Bushwick,Private room,69.0,2.0,54.0,1.26,1.0,168.0
Brooklyn,Prospect Heights,Entire home/apt,150.0,2.0,77.0,2.56,1.0,142.0
Manhattan,Harlem,Private room,65.0,2.0,167.0,4.16,1.0,209.0
Manhattan,Chelsea,Entire home/apt,169.0,3.0,84.0,2.8,2.0,97.0
Manhattan,Chinatown,Entire home/apt,180.0,2.0,167.0,4.04,1.0,261.0
Brooklyn,Crown Heights,Private room,81.0,3.0,120.0,2.81,1.0,168.0
Brooklyn,Bushwick,Entire home/apt,129.0,2.0,114.0,2.75,1.0,235.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125.0,2.0,78.0,4.76,1.0,276.0
Queens,Richmond Hill,Private room,50.0,1.0,96.0,3.77,2.0,168.0
Brooklyn,Bushwick,Entire home/apt,150.0,3.0,45.0,1.1,1.0,129.0
Brooklyn,Fort Greene,Entire home/apt,150.0,2.0,131.0,3.09,2.0,168.0
Brooklyn,Williamsburg,Entire home/apt,319.0,3.0,75.0,1.84,1.0,112.0
Staten Island,New Brighton,Private room,50.0,1.0,149.0,3.7,1.0,276.0
Manhattan,Tribeca,Entire home/apt,169.0,6.0,40.0,1.02,1.0,105.0
Manhattan,East Harlem,Entire home/apt,115.0,3.0,118.0,2.85,1.0,157.0
Bronx,Parkchester,Entire home/apt,88.0,1.0,121.0,2.9,1.0,170.0
Manhattan,East Village,Entire home/apt,220.0,2.0,48.0,1.21,1.0,135.0
Manhattan,Upper East Side,Private room,75.0,1.0,89.0,2.1,1.0,268.0
Manhattan,Hell's Kitchen,Entire home/apt,180.0,2.0,136.0,3.45,1.0,253.0
Brooklyn,Park Slope,Entire home/apt,175.0,3.0,43.0,1.07,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,75.0,1.0,38.0,3.79,1.0,195.0
Manhattan,East Village,Entire home/apt,140.0,3.0,65.0,1.65,1.0,242.0
Brooklyn,Greenpoint,Private room,44.0,4.0,47.0,1.3,2.0,168.0
Brooklyn,Fort Greene,Entire home/apt,125.0,1.0,75.0,1.81,1.0,171.0
Brooklyn,South Slope,Entire home/apt,135.0,3.0,134.0,3.18,1.0,241.0
Brooklyn,Crown Heights,Entire home/apt,283.0,4.0,92.0,2.34,2.0,234.0
Brooklyn,Crown Heights,Entire home/apt,199.0,4.0,52.0,1.31,2.0,242.0
Manhattan,Upper East Side,Entire home/apt,179.0,1.0,138.0,3.3,1.0,252.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145.0,3.0,41.0,1.0,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,69.0,3.0,43.0,1.16,1.0,168.0
Brooklyn,Flatbush,Entire home/apt,98.0,4.0,106.0,2.59,3.0,273.0
Manhattan,Nolita,Entire home/apt,99.0,2.0,43.0,1.05,1.0,168.0
Manhattan,Hell's Kitchen,Entire home/apt,200.0,1.0,78.0,5.01,1.0,245.0
Manhattan,Greenwich Village,Entire home/apt,200.0,2.0,47.0,1.14,1.0,205.0
Brooklyn,Clinton Hill,Entire home/apt,124.0,2.0,97.0,2.45,1.0,104.0
Brooklyn,Bushwick,Entire home/apt,75.0,2.0,78.0,4.47,1.0,123.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,155.0,2.0,156.0,3.74,1.0,223.0
Manhattan,East Village,Private room,80.0,3.0,72.0,1.79,1.0,133.0
Brooklyn,Williamsburg,Private room,45.0,1.0,169.0,4.11,1.0,134.0
Manhattan,Upper East Side,Shared room,40.0,1.0,56.0,1.35,2.0,173.0
Manhattan,Hell's Kitchen,Entire home/apt,169.0,3.0,124.0,3.0,1.0,261.0
Queens,Rego Park,Private room,60.0,1.0,64.0,1.57,2.0,280.0
Manhattan,Harlem,Private room,80.0,2.0,69.0,1.72,1.0,140.0
Manhattan,Battery Park City,Entire home/apt,245.0,3.0,59.0,1.49,1.0,184.0
Brooklyn,Williamsburg,Entire home/apt,149.0,5.0,20.0,1.08,1.0,168.0
Brooklyn,Bensonhurst,Private room,68.0,2.0,39.0,1.1,1.0,168.0
Brooklyn,Clinton Hill,Entire home/apt,155.0,3.0,161.0,3.94,1.0,251.0
Queens,Woodside,Private room,50.0,4.0,49.0,1.21,2.0,211.0
Brooklyn,Sunset Park,Private room,40.0,2.0,119.0,2.88,1.0,168.0
